NME_AREA_CIENCIA,MONTO_FINANCIADO_AP,AREA_TEMATICA
No disponible,199940227,4.3.3	DESARROLLO DE MODELOS SISTEMAS DE CONTROL TECNOLOGIAS Y PROCESOS BIOLOGICOS QUIMICOS Y FISICOS QUE PERMITAN LA GESTION SOSTENIBLE DE LOS RECURSOS AGUA AIRE Y SUELO.
No disponible,164829525,BIODIVERSIDAD Y SUS SERVICIOS ECOSISTEMICOS. ESTUDIAR CARACTERIZAR Y MONITOREAR LA BIODIVERSIDAD A DIFERENTES ESCALAS ECOSISTEMAS Y GRUPOS TAXONOMICOS
No disponible,199810730,BIODIVERSIDAD Y SUS SERVICIOS ECOSISTEMICOS. RELACION ENTRE EL CAMBIO CLIMATICO Y LA BIODIVERSIDAD EN ECOSISTEMAS TERRESTRES Y DULCEACUICOLAS.
No disponible,199999548,4.4.3	DESARROLLO DE NUEVAS TECNOLOGIAS PARA DIAGNOSTICO CLINICO DE ENFERMEDADES. INCLUYE LA FABRICACION DE PROTOTIPOS Y EL DISENO DE PROCESOS DE PRODUCCION DE LAS NUEVAS TECNOLOGIAS A ESCALA PLANTA PI
No disponible,137321660,BIODIVERSIDAD Y SUS SERVICIOS ECOSISTEMICOS. GESTION INTEGRAL DE LA BIODIVERSIDAD (USO SOSTENIBLE Y CONSERVACION)
No disponible,199259680,4.4.1	DISENO DESARROLLO Y MANUFACTURA DE PRODUCTOS FARMACEUTICOS NUTRACEUTICOS BIOLOGICOS SUPLEMENTOS DIETARIOS Y COSMETICOS.
No disponible,199400000,BIODIVERSIDAD Y SUS SERVICIOS ECOSISTEMICOS. RESILIENCIA Y MEDIDAS DE ADAPTACION AL CAMBIO CLIMATICO DE SISTEMAS SOCIO-ECOLOGICOS
No disponible,199999189,4.4.1	DISENO DESARROLLO Y MANUFACTURA DE PRODUCTOS FARMACEUTICOS NUTRACEUTICOS BIOLOGICOS SUPLEMENTOS DIETARIOS Y COSMETICOS.
No disponible,199993920,4.4.3	DESARROLLO DE NUEVAS TECNOLOGIAS PARA DIAGNOSTICO CLINICO DE ENFERMEDADES. INCLUYE LA FABRICACION DE PROTOTIPOS Y EL DISENO DE PROCESOS DE PRODUCCION DE LAS NUEVAS TECNOLOGIAS A ESCALA PLANTA PI
No disponible,199968938,4.4.1	DISENO DESARROLLO Y MANUFACTURA DE PRODUCTOS FARMACEUTICOS NUTRACEUTICOS BIOLOGICOS SUPLEMENTOS DIETARIOS Y COSMETICOS.
No disponible,199976045,4.4.1	DISENO DESARROLLO Y MANUFACTURA DE PRODUCTOS FARMACEUTICOS NUTRACEUTICOS BIOLOGICOS SUPLEMENTOS DIETARIOS Y COSMETICOS.
No disponible,399033004,No disponible
No disponible,199990685,4.5.5	MEJORA DE LOS PROCESOS DE PRODUCCION Y UTILIZACION DE LA ENERGIA A PARTIR DE FUENTES CONVENCIONALES Y NO CONVENCIONALES.
No disponible,199868040,BIODIVERSIDAD Y SUS SERVICIOS ECOSISTEMICOS. CONOCIMIENTO Y VALORACION DE LOS SERVICIOS ECOSISTEMICOS
No disponible,118145120,QUIMICA
No disponible,199639000,4.1.1.	DISENO DESARROLLO Y MANUFACTURA DE EQUIPOS Y HERRAMIENTAS.
No disponible,286299681,AREA ESTUDIOS DE LOS PROCESOS TERRESTRES - LINEA DE INVESTIGACION GEODINAMICA
No disponible,199859839,BIODIVERSIDAD Y SUS SERVICIOS ECOSISTEMICOS. CONOCIMIENTO Y VALORACION DE LOS SERVICIOS ECOSISTEMICOS
No disponible,199545675,MEDIO AMBIENTE MARINO Y AGUAS CONTINENTALES BIODIVERSIDAD Y APROVECHAMIENTO SOSTENIBLE. COMPONENTE BIOGEOFISICO DEL MEDIO AMBIENTE MARINO Y AGUAS CONTINENTALES
No disponible,199983000,4.3.1	DISENO Y DESARROLLO DE MODELOS PARA EL APOYO A LA TOMA DE DECISIONES SISTEMAS DE INFRAESTRUCTURA PROCESOS Y SERVICIOS INTERDEPENDIENTES CON CAPACIDAD DE ADAPTACION A LOS CAMBIOS.
No disponible,197710214,4.4.1	DISENO DESARROLLO Y MANUFACTURA DE PRODUCTOS FARMACEUTICOS NUTRACEUTICOS BIOLOGICOS SUPLEMENTOS DIETARIOS Y COSMETICOS.
No disponible,198008683,4.5.5	MEJORA DE LOS PROCESOS DE PRODUCCION Y UTILIZACION DE LA ENERGIA A PARTIR DE FUENTES CONVENCIONALES Y NO CONVENCIONALES.
No disponible,199984000,4.3.6	DESARROLLO DE TECNOLOGIAS INTEGRADAS BASADAS EN DISPOSITIVOS Y COMPONENTES SISTEMAS DE POTENCIA CONTROLES COMPUTACION REDES COMUNICACIONES Y TECNOLOGIAS CIBERNETICAS.
No disponible,199553518,4.5.3	DESARROLLO DE TECNOLOGIAS DE FABRICACION Y CONSTRUCCION A DIVERSAS ESCALAS DE TAMANO LO CUAL REQUIERE LA INCORPORACION DEL DISENO E IMPLEMENTACION DE MODELOS Y METODOS EXPERIMENTALES EN EL PROC
No disponible,191400000,AREA ESTUDIOS DE LOS PROCESOS TERRESTRES - LINEA DE INVESTIGACION GEODINAMICA
No disponible,199999963,4.3.6	DESARROLLO DE TECNOLOGIAS INTEGRADAS BASADAS EN DISPOSITIVOS Y COMPONENTES SISTEMAS DE POTENCIA CONTROLES COMPUTACION REDES COMUNICACIONES Y TECNOLOGIAS CIBERNETICAS.
No disponible,199820000,BIODIVERSIDAD Y SUS SERVICIOS ECOSISTEMICOS. CONOCIMIENTO Y VALORACION DE LOS SERVICIOS ECOSISTEMICOS
No disponible,199841010,4.1.3 PROCESOS Y TECNOLOGIAS PARA MEJORAMIENTO DE LA PRODUCTIVIDAD EN CADENAS DE VALOR	AGROINDUSTRIALES.
No disponible,176219469,MEDIO AMBIENTE MARINO Y AGUAS CONTINENTALES BIODIVERSIDAD Y APROVECHAMIENTO SOSTENIBLE.BIODIVERSIDAD Y ECOSISTEMAS MARINOS  COSTEROS Y DULCEACUICOLAS
No disponible,193290266,BIODIVERSIDAD Y SUS SERVICIOS ECOSISTEMICOS. ESTUDIAR CARACTERIZAR Y MONITOREAR LA BIODIVERSIDAD A DIFERENTES ESCALAS ECOSISTEMAS Y GRUPOS TAXONOMICOS
No disponible,199899118,BIODIVERSIDAD Y SUS SERVICIOS ECOSISTEMICOS. ESTUDIAR CARACTERIZAR Y MONITOREAR LA BIODIVERSIDAD A DIFERENTES ESCALAS ECOSISTEMAS Y GRUPOS TAXONOMICOS
No disponible,199751147,BIODIVERSIDAD Y SUS SERVICIOS ECOSISTEMICOS. ESTUDIAR CARACTERIZAR Y MONITOREAR LA BIODIVERSIDAD A DIFERENTES ESCALAS ECOSISTEMAS Y GRUPOS TAXONOMICOS
No disponible,318861286,CALIDAD E INOCUIDAD DE INSUMOS Y PRODUCTOS
No disponible,496175869,ENFERMEDADES TRANSMITIDAS POR VECTORES-DENGUE
No disponible,493180208,ENFERMEDADES TRANSMITIDAS POR VECTORES-MALARIA
No disponible,397609120,MATERIAL DE SIEMBRA Y MEJORAMIENTO GENETICO
No disponible,252390000,MANEJO COSECHA POSCOSECHA Y TRANSFORMACION
No disponible,497643090,ENFERMEDADES TRANSMITIDAS POR VECTORES-DENGUE
No disponible,474697838,SISTEMAS Y SERVICIOS DE SALUD-GESTION DEL RIESGO EN SALUD
No disponible,399633968,MANEJO COSECHA POSCOSECHA Y TRANSFORMACION
No disponible,399794000,MATERIAL DE SIEMBRA Y MEJORAMIENTO GENETICO
No disponible,490700984,ENFERMEDADES CRONICAS NO TRANSMISIBLES-CANCER COLORRECTAL
No disponible,485141456,SISTEMAS Y SERVICIOS DE SALUD-PROMOCION Y PREVENCION DE LA ENFERMEDAD
No disponible,311362300,MANEJO COSECHA POSCOSECHA Y TRANSFORMACION
No disponible,457559284,SEGURIDAD ALIMENTARIA Y NUTRICION-INOCUIDAD
No disponible,499953006,ENFERMEDADES CRONICAS NO TRANSMISIBLES-CANCER DE CUELLO UTERINO
No disponible,490939934,ENFERMEDADES TRANSMITIDAS POR VECTORES-CHAGAS
No disponible,497730147,ENFERMEDADES TRANSMITIDAS POR VECTORES-LEISHMANIASIS
No disponible,480479848,ENFERMEDADES CRONICAS NO TRANSMISIBLES-DIABETES
No disponible,399224704,MATERIAL DE SIEMBRA Y MEJORAMIENTO GENETICO
No disponible,399592726,MANEJO DEL SISTEMA PRODUCTIVO
No disponible,478655004,ENFERMEDADES TRANSMITIDAS POR VECTORES-MALARIA
No disponible,386762115,MANEJO COSECHA POSCOSECHA Y TRANSFORMACION
No disponible,305406120,MANEJO SANITARIO Y FITOSANITARIO
No disponible,468660045,ENFERMEDADES CRONICAS NO TRANSMISIBLES-ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA (EPOC)
No disponible,498135903,ENFERMEDADES CRONICAS NO TRANSMISIBLES-CANCER DE CUELLO UTERINO
No disponible,399979600,MATERIAL DE SIEMBRA Y MEJORAMIENTO GENETICO
No disponible,399999985,CALIDAD E INOCUIDAD DE INSUMOS Y PRODUCTOS
No disponible,325015064,SISTEMAS Y SERVICIOS DE SALUD-DETERMINANTES DE LA SALUD.
No disponible,210492345,No disponible
No disponible,329668245,ENFERMEDADES CRONICAS NO TRANSMISIBLES-CARDIO-CEREBRO-VASCULAR-METABOLICO
No disponible,169996670,EL DESARROLLO HUMANO Y LA CALIDAD DE VIDA DE LOS COLOMBIANOS PARA CONTRUIR LA PAZ
No disponible,169489403,EL DESARROLLO HUMANO Y LA CALIDAD DE VIDA DE LOS COLOMBIANOS PARA CONTRUIR LA PAZ
No disponible,170000000,EL DESARROLLO HUMANO Y LA CALIDAD DE VIDA DE LOS COLOMBIANOS PARA CONTRUIR LA PAZ
No disponible,373492873,SALUD AMBIENTAL
No disponible,300714945,SALUD BUCAL VISUAL Y AUDITIVA.
No disponible,279348258,NUEVOS MEDICAMENTOS
No disponible,349861645,No disponible
No disponible,316946437,SALUD MENTAL Y CONSTRUCCION DE PAZ
No disponible,337273679,MODELOS DE ATENCION EN SALUD.
No disponible,320857263,ENFERMEDADES INFECCIOSAS-ENFERMEDADES TRANSMITIDAS POR VECTORES - ETV.
No disponible,180303560,ZOONOSIS
No disponible,345133845,ENFERMEDADES CRONICAS NO TRANSMISIBLES-CARDIO-CEREBRO-VASCULAR-METABOLICO
No disponible,193446984,6. ORDENAMIENTO DEL TERRITORIO MARINO COSTERO. PROCESOS HIDRODINAMICOS CON AFECTACION A LA POBLACION COSTERA O LA INFRAESTRUCTURA.
No disponible,399016000,No disponible
No disponible,167517211,EL DESARROLLO HUMANO Y LA CALIDAD DE VIDA DE LOS COLOMBIANOS PARA CONTRUIR LA PAZ
No disponible,349924024,No disponible
No disponible,348776040,SALUD MATERNA Y PERINATAL
No disponible,329116063,ENFERMEDADES CRONICAS NO TRANSMISIBLES-CANCER
No disponible,344494163,ENFERMEDADES INFECCIOSAS-ENFERMEDADES TRANSMITIDAS POR VECTORES - ETV.
No disponible,349736006,No disponible
No disponible,316699456,SALUD MENTAL Y CONSTRUCCION DE PAZ
No disponible,349968434,No disponible
No disponible,349798300,TRASTORNOS DEGENERATIVOS NEUROPATIAS Y AUTOINMUNES.
No disponible,200618992,ENFERMEDADES RARAS Y HUERFANAS.
No disponible,349853052,ENFERMEDADES INFECCIOSAS-ENFERMEDADES TRANSMITIDAS POR VECTORES - ETV.
No disponible,349998856,ENFERMEDADES CRONICAS NO TRANSMISIBLES-CANCER
No disponible,342358577,SALUD BUCAL VISUAL Y AUDITIVA.
No disponible,296502323,SALUD MENTAL Y CONSTRUCCION DE PAZ
No disponible,322667919,SALUD AMBIENTAL
No disponible,347532136,MALNUTRICION
No disponible,349999959,ENFERMEDADES INFECCIOSAS-ENFERMEDADES DE TRANSMISION SEXUAL - ETS.
No disponible,350000000,No disponible
No disponible,349999509,No disponible
No disponible,332219149,TRASTORNOS DEGENERATIVOS NEUROPATIAS Y AUTOINMUNES.
No disponible,331915507,ENFERMEDADES INFECCIOSAS-ENFERMEDADES TRANSMITIDAS POR VECTORES - ETV.
No disponible,350000000,No disponible
No disponible,344136238,SALUD BUCAL VISUAL Y AUDITIVA.
No disponible,349999408,ENFERMEDADES CRONICAS NO TRANSMISIBLES-CANCER
No disponible,340296419,SALUD MENTAL Y CONSTRUCCION DE PAZ
No disponible,329600000,NUEVOS MEDICAMENTOS
No disponible,293186101,ENFERMEDADES CRONICAS NO TRANSMISIBLES-CARDIO-CEREBRO-VASCULAR-METABOLICO
No disponible,345894085,ENFERMEDADES INFECCIOSAS-ENFERMEDADES TRANSMITIDAS POR VECTORES - ETV.
No disponible,463794282,SISTEMAS Y SERVICIOS DE SALUD-PROMOCION Y PREVENCION DE LA ENFERMEDAD
No disponible,346971855,SALUD MATERNA Y PERINATAL
No disponible,347835120,ZOONOSIS
No disponible,215006803,SALUD AMBIENTAL
No disponible,459800000,4. ORDENAMIENTO DEL TERRITORIO MARINO COSTERO. MODELOS DE ORDENAMIENTO TERRITORIAL.
No disponible,229582303,ENFERMEDADES INFECCIOSAS-ENFERMEDADES DE TRANSMISION SEXUAL - ETS.
No disponible,349916750,No disponible
No disponible,349696330,No disponible
No disponible,338541917,ENFERMEDADES INFECCIOSAS-ENFERMEDADES TRANSMITIDAS POR VECTORES - ETV.
No disponible,347151278,ENFERMEDADES CRONICAS NO TRANSMISIBLES-CARDIO-CEREBRO-VASCULAR-METABOLICO
No disponible,304001456,No disponible
No disponible,319048379,ZOONOSIS
No disponible,349963629,SALUD AMBIENTAL
No disponible,341330000,No disponible
No disponible,317694848,MODELOS DE ATENCION EN SALUD.
No disponible,303663704,ENFERMEDADES CRONICAS NO TRANSMISIBLES-CARDIO-CEREBRO-VASCULAR-METABOLICO
No disponible,349949813,No disponible
No disponible,349924413,No disponible
No disponible,349916750,No disponible
No disponible,391127371,1. CALIDAD AMBIENTAL MARINA. CALIDAD AMBIENTAL DE AGUAS COSTERAS
No disponible,349964167,No disponible
No disponible,296646746,No disponible
No disponible,279073762,ENFERMEDADES INFECCIOSAS-ENFERMEDADES TRANSMITIDAS POR VECTORES - ETV.
No disponible,349631271,ENFERMEDADES CRONICAS NO TRANSMISIBLES-CARDIO-CEREBRO-VASCULAR-METABOLICO
No disponible,300000000,INGREDIENTES NATURALES BIOPRODUCTOS Y BIOPROCESOS PARA USOS INDUSTRIALES Y PRODUCCION DE ENERGIA
No disponible,216634287,No disponible
No disponible,341413678,NUEVOS MEDICAMENTOS
No disponible,291008000,INGREDIENTES ACTIVOS AISLADOS A PARTIR DE LA BIODIVERSIDAD COLOMBIANA PARA SU APLICACION EN LA INDUSTRIA DE BIOCOSMETICOS COSMECEUTICOS Y NUTRICOSMETICOS.
No disponible,339540818,ZOONOSIS
No disponible,349140688,No disponible
No disponible,348251858,ENFERMEDADES INFECCIOSAS-INFECCIONES ASOCIADAS A LA ATENCION EN SALUD-IAAS
No disponible,350000000,No disponible
No disponible,348865120,ENFERMEDADES INFECCIOSAS-ENFERMEDADES TRANSMITIDAS POR VECTORES - ETV.
No disponible,311971035,SALUD BUCAL VISUAL Y AUDITIVA.
No disponible,349999960,No disponible
No disponible,349931608,TRASTORNOS DEGENERATIVOS NEUROPATIAS Y AUTOINMUNES.
No disponible,342883104,SALUD AMBIENTAL
No disponible,331500000,3. CALIDAD AMBIENTAL MARINA. TECNOLOGIAS PARA LA DESCONTAMINACION MARINO COSTERA.
No disponible,345160000,No disponible
No disponible,302383177,TRASTORNOS DEGENERATIVOS NEUROPATIAS Y AUTOINMUNES.
No disponible,347001916,No disponible
No disponible,348909420,LESION POR CAUSA EXTERNA.
No disponible,348110235,No disponible
No disponible,350000000,No disponible
No disponible,294837870,No disponible
No disponible,348732676,No disponible
No disponible,224138485,6. ORDENAMIENTO DEL TERRITORIO MARINO COSTERO. PROCESOS HIDRODINAMICOS CON AFECTACION A LA POBLACION COSTERA O LA INFRAESTRUCTURA.
No disponible,299640000,INGREDIENTES ACTIVOS O BIOTECNOLOGIAS PARA EL DESARROLLO Y PRODUCCION DE ALIMENTOS INCLUYENDO NUTRACEUTICOS
No disponible,298120725,BIOINSUMOS BIOPRODUCTOS TECNOLOGIAS REPRODUCTIVAS METODOS DE SELECCION GENETICA SEMILLAS MEJORADAS Y CULTIVOS TRANSFORMADOS GENETICAMENTE PARA EL DESARROLLO AGROPECUARIO SOSTENIBLE
No disponible,348772550,No disponible
No disponible,349994000,No disponible
No disponible,349373940,No disponible
No disponible,294536225,2. CALIDAD AMBIENTAL MARINA. ESTADO DE LOS ECOSISTEMAS Y SU RELACION CON LA CALIDAD AMBIENTAL DE AGUAS COSTERAS.
No disponible,350000000,No disponible
No disponible,342291858,ENFERMEDADES CRONICAS NO TRANSMISIBLES-CARDIO-CEREBRO-VASCULAR-METABOLICO
No disponible,349866000,No disponible
No disponible,308088427,ENFERMEDADES RARAS Y HUERFANAS.
No disponible,269489292,No disponible
No disponible,282000000,INGREDIENTES ACTIVOS AISLADOS A PARTIR DE LA BIODIVERSIDAD COLOMBIANA PARA SU APLICACION EN LA INDUSTRIA DE BIOCOSMETICOS COSMECEUTICOS Y NUTRICOSMETICOS.
No disponible,349976034,No disponible
No disponible,336231622,ENFERMEDADES INFECCIOSAS-ENFERMEDADES TRANSMITIDAS POR VECTORES - ETV.
No disponible,266248627,SALUD AMBIENTAL
No disponible,346488474,ZOONOSIS
No disponible,279510012,ENFERMEDADES CRONICAS NO TRANSMISIBLES-CARDIO-CEREBRO-VASCULAR-METABOLICO
No disponible,459297914,4. ORDENAMIENTO DEL TERRITORIO MARINO COSTERO. MODELOS DE ORDENAMIENTO TERRITORIAL.
No disponible,333171255,ENFERMEDADES CRONICAS NO TRANSMISIBLES-CARDIO-CEREBRO-VASCULAR-METABOLICO
No disponible,347940000,TRASTORNOS DEGENERATIVOS NEUROPATIAS Y AUTOINMUNES.
No disponible,343640352,No disponible
No disponible,343018215,No disponible
No disponible,349909209,SALUD MENTAL Y CONSTRUCCION DE PAZ
No disponible,347646424,No disponible
No disponible,349422181,No disponible
No disponible,348866735,SALUD AMBIENTAL
No disponible,194347035,MODELOS DE ATENCION EN SALUD.
No disponible,348954428,No disponible
No disponible,333134021,No disponible
No disponible,343943663,No disponible
No disponible,349993897,No disponible
No disponible,349996101,No disponible
No disponible,299795544,BIOINSUMOS BIOPRODUCTOS TECNOLOGIAS REPRODUCTIVAS METODOS DE SELECCION GENETICA SEMILLAS MEJORADAS Y CULTIVOS TRANSFORMADOS GENETICAMENTE PARA EL DESARROLLO AGROPECUARIO SOSTENIBLE
No disponible,300000000,INGREDIENTES ACTIVOS O BIOTECNOLOGIAS PARA EL DESARROLLO Y PRODUCCION DE ALIMENTOS INCLUYENDO NUTRACEUTICOS
No disponible,294323083,INGREDIENTES ACTIVOS AISLADOS A PARTIR DE LA BIODIVERSIDAD COLOMBIANA PARA SU APLICACION EN LA INDUSTRIA DE BIOCOSMETICOS COSMECEUTICOS Y NUTRICOSMETICOS.
No disponible,184400000,INGREDIENTES ACTIVOS AISLADOS A PARTIR DE LA BIODIVERSIDAD COLOMBIANA PARA SU APLICACION EN LA INDUSTRIA DE BIOCOSMETICOS COSMECEUTICOS Y NUTRICOSMETICOS.
No disponible,412516030,1. CALIDAD AMBIENTAL MARINA. CALIDAD AMBIENTAL DE AGUAS COSTERAS
No disponible,299985000,INGREDIENTES ACTIVOS O BIOTECNOLOGIAS PARA EL DESARROLLO Y PRODUCCION DE ALIMENTOS INCLUYENDO NUTRACEUTICOS
No disponible,459851225,1. CALIDAD AMBIENTAL MARINA. CALIDAD AMBIENTAL DE AGUAS COSTERAS
No disponible,299843934,BIOINSUMOS BIOPRODUCTOS TECNOLOGIAS REPRODUCTIVAS METODOS DE SELECCION GENETICA SEMILLAS MEJORADAS Y CULTIVOS TRANSFORMADOS GENETICAMENTE PARA EL DESARROLLO AGROPECUARIO SOSTENIBLE
No disponible,499405594,MICROORGANISMOS EXTREMOFILOS
No disponible,300000000,BIOINSUMOS BIOPRODUCTOS TECNOLOGIAS REPRODUCTIVAS METODOS DE SELECCION GENETICA SEMILLAS MEJORADAS Y CULTIVOS TRANSFORMADOS GENETICAMENTE PARA EL DESARROLLO AGROPECUARIO SOSTENIBLE
No disponible,71370000,INGREDIENTES ACTIVOS O BIOTECNOLOGIAS PARA EL DESARROLLO Y PRODUCCION DE ALIMENTOS INCLUYENDO NUTRACEUTICOS
No disponible,299995300,TECNOLOGIAS PARA BIOMONITOREO Y BIORREMEDIACION AMBIENTAL
