NME_AREA_CIENCIA,MONTO_FINANCIADO_AP,AREA_TEMATICA
No disponible,86000000,OCEANOS AGUA Y CAMBIO CLIMATICO
No disponible,103000000,No disponible
No disponible,530400000,No disponible
No disponible,200000000,No disponible
No disponible,54280000,Desarrollo humano y dimension etica
No disponible,199650000,No disponible
No disponible,200000000,No disponible
No disponible,170000000,No disponible
No disponible,198000000,No disponible
No disponible,311850000,No disponible
No disponible,66619000,Ensenanza de las ciencias
No disponible,140195000,Conflicto justicia y democracia
No disponible,200000000,No disponible
33 CIENCIAS DE LA SALUD,271150000,ENFERMEDADES NO TRANSMISIBLES
No disponible,131400000,Estudios sociales de la ciencia
No disponible,200000000,No disponible
No disponible,183940000,No disponible
No disponible,185100000,Identidades culturales
No disponible,49900000,No disponible
No disponible,154920000,No disponible
No disponible,499368546,Basicas biomedicas
No disponible,228800000,No disponible
No disponible,381610000,No disponible
No disponible,111056000,No disponible
No disponible,461620000,No disponible
No disponible,198000000,No disponible
22 INGENIERIA ELECTRICA ELECTRONICA,196200000,INFORMATICA
14 CIENCIAS DE LA TIERRA Y DEL MEDIO AMBIENTE,78870000,SOSTENIBILIDAD DE AGROECOSISTEMAS
No disponible,32000000,Curriculo
No disponible,134000000,Agua biodiversidad y bosques
No disponible,196600000,No disponible
No disponible,188620000,No disponible
No disponible,198300000,No disponible
No disponible,183200000,No disponible
No disponible,197900000,INFORMATICA
No disponible,460917600,Basicas biomedicas
No disponible,200000000,Evaluacion de recursos aprovechables
33 CIENCIAS DE LA SALUD,266958000,ENFERMEDADES TRANSMISIBLES
No disponible,186791000,ENFERMEDADES TRANSMISIBLES
No disponible,415614675,No disponible
No disponible,106716000,No disponible
No disponible,273377500,ENFERMEDADES NO TRANSMISIBLES
No disponible,229384400,No disponible
No disponible,196000000,OCEANOS AGUA Y CAMBIO CLIMATICO
No disponible,182177000,Uso sostenible de la biodiversidad nativa
No disponible,98000000,No disponible
No disponible,199930711,No disponible
No disponible,120208000,No disponible
No disponible,199460800,No disponible
No disponible,199280000,Desarrollo tecnologico
No disponible,30200000,Uso sostenible de la biodiversidad nativa
No disponible,200000000,No disponible
No disponible,182411570,No disponible
No disponible,309475784,Basicas biomedicas
No disponible,190144500,No disponible
No disponible,200000000,No disponible
No disponible,188720300,No disponible
No disponible,227305000,Basicas biomedicas
No disponible,493119000,No disponible
33 CIENCIAS DE LA SALUD,468897000,SALUD Y COMUNIDAD
No disponible,147350000,No disponible
No disponible,60100000,No disponible
No disponible,129000000,No disponible
33 CIENCIAS DE LA SALUD,326766000,ENFERMEDADES NO TRANSMISIBLES
No disponible,452230998,No disponible
No disponible,250250000,No disponible
No disponible,258060000,No disponible
No disponible,99911858,No disponible
No disponible,162481000,No disponible
33 CIENCIAS DE LA SALUD,325380000,ENFERMEDADES NO TRANSMISIBLES
No disponible,335064950,Medicina clinica
33 CIENCIAS DE LA SALUD,317212500,ENFERMEDADES NO TRANSMISIBLES
33 CIENCIAS DE LA SALUD,261643250,ENFERMEDADES NO TRANSMISIBLES
No disponible,307386283,No disponible
No disponible,115999808,No disponible
No disponible,78300000,No disponible
No disponible,68578000,No disponible
No disponible,70208000,No disponible
No disponible,159533000,No disponible
No disponible,548771000,No disponible
No disponible,188210000,No disponible
No disponible,31200000,INFORMATICA
53 CIENCIAS DE LA EDUCACION,45460000,Evaluacion educativa
33 CIENCIAS DE LA SALUD,169330000,SISTEMAS Y POLITICAS DE SALUD
No disponible,156000000,No disponible
No disponible,200000000,Caracterizacion y valoracion de la biodiversidad
33 CIENCIAS DE LA SALUD,131901900,Medicina clinica
33 CIENCIAS DE LA SALUD,465000000,ENFERMEDADES TRANSMISIBLES
33 CIENCIAS DE LA SALUD,359403413,Epidemiologia
No disponible,341712000,No disponible
No disponible,196836200,SALUD Y COMUNIDAD
No disponible,262060000,ENFERMEDADES NO TRANSMISIBLES
No disponible,441540000,ENFERMEDADES TRANSMISIBLES
No disponible,343980000,Basicas biomedicas
No disponible,335697000,No disponible
No disponible,456528000,No disponible
No disponible,555901500,No disponible
No disponible,199174000,No disponible
No disponible,100452000,Estudios sectoriales y teoria economica
No disponible,173658737,Estudios sociales de la ciencia
No disponible,172920000,Conflicto justicia y democracia
No disponible,96130000,INFORMATICA
No disponible,199710000,No disponible
11 MATEMATICAS E INFORMATICA,162700000,ESTUDIOS COMPARADOS EN EDUCACION
No disponible,88433739,Historia de la educacion
No disponible,180400000,No disponible
No disponible,99252813,No disponible
3 CIENCIAS MEDICAS,109356240,No disponible
No disponible,113474082,Basicas biomedicas
No disponible,472620000,No disponible
No disponible,150170293,No disponible
No disponible,128333000,DISENO Y DESARROLLO DE NUEVOS PRODUCTOS
No disponible,100000000,No disponible
No disponible,102799400,No disponible
No disponible,509230560,No disponible
No disponible,40387424,No disponible
No disponible,542300000,Basicas biomedicas
No disponible,220860648,Basicas biomedicas
53 CIENCIAS DE LA EDUCACION,45460000,Evaluacion educativa
No disponible,184296800,AUTOMATIZACION Y MODERNIZACION DE PROCESOS
No disponible,469600000,No disponible
No disponible,200000000,No disponible
No disponible,198800000,No disponible
No disponible,173144500,No disponible
No disponible,192800000,Estudios sociales de la ciencia
No disponible,198965014,DISENO Y DESARROLLO DE NUEVOS PRODUCTOS
No disponible,199661000,No disponible
No disponible,185664809,No disponible
No disponible,196000000,No disponible
No disponible,191000000,No disponible
No disponible,196000000,No disponible
No disponible,167782000,Evaluacion de recursos aprovechables
No disponible,199200000,Estructura y funcion de ecosistemas
No disponible,196060000,Estructura y funcion de ecosistemas
53 CIENCIAS DE LA EDUCACION,25669256,Evaluacion educativa
No disponible,200000000,Historia de la educacion
No disponible,94600000,No disponible
No disponible,96820000,No disponible
No disponible,198025000,No disponible
No disponible,63844000,Estudios sectoriales y teoria economica
No disponible,44405000,Sistema politico y relaciones de poder
No disponible,200000000,No disponible
No disponible,175535440,No disponible
No disponible,191000000,No disponible
No disponible,191000000,No disponible
No disponible,61360000,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES
No disponible,200000000,No disponible
No disponible,200000000,Autoecologia de organismos
No disponible,116780023,Informacion
No disponible,196200000,No disponible
No disponible,192720000,No disponible
No disponible,32445000,No disponible
No disponible,27000000,No disponible
No disponible,196600000,No disponible
No disponible,198880000,No disponible
No disponible,199000000,APLICACION ETI EN AREAS ESTRATEGICAS
No disponible,182514000,ESTUDIOS DE LOS PROCESOS TERRESTRES
No disponible,319450000,No disponible
No disponible,200000000,No disponible
No disponible,83390137,No disponible
No disponible,53422759,Conflicto justicia y democracia
No disponible,78540000,INFORMATICA
No disponible,192000000,Desarrollo humano y dimension etica
No disponible,154896052,No disponible
No disponible,150435000,Conflicto justicia y democracia
No disponible,197670000,No disponible
No disponible,88400000,No disponible
No disponible,104000000,No disponible
No disponible,198400000,DISENO Y DESARROLLO DE NUEVOS PRODUCTOS
No disponible,529600000,No disponible
No disponible,16800000,No disponible
No disponible,200000000,No disponible
No disponible,199999910,TELECOMUNICACIONES
No disponible,188000000,No disponible
No disponible,117500000,No disponible
No disponible,199860000,No disponible
No disponible,58000000,No disponible
No disponible,199598703,No disponible
No disponible,198215000,No disponible
No disponible,200000000,No disponible
No disponible,193600000,No disponible
No disponible,181700000,No disponible
No disponible,500265680,No disponible
No disponible,80676613,No disponible
No disponible,199580000,No disponible
No disponible,128000000,Caracterizacion y valoracion de la biodiversidad
No disponible,185771250,INFORMATICA
No disponible,383336000,No disponible
No disponible,199500000,No disponible
No disponible,387027000,No disponible
No disponible,200000000,No disponible
No disponible,200000000,No disponible
No disponible,200000000,No disponible
11 MATEMATICAS E INFORMATICA,179190000,INFORMATICA
No disponible,200000000,NUEVAS TECNOLOGIAS ELECTRONICAS
No disponible,92230000,No disponible
5 CIENCIAS SOCIALES,187410750,Sistema politico y relaciones de poder
No disponible,118733333,No disponible
No disponible,188560000,No disponible
33 CIENCIAS DE LA SALUD,151000000,ENFERMEDADES NO TRANSMISIBLES
33 CIENCIAS DE LA SALUD,179100000,ENFERMEDADES NO TRANSMISIBLES
No disponible,163100000,INFORMATICA
No disponible,55900000,No disponible
No disponible,200000000,No disponible
No disponible,100000000,Estudios sectoriales y teoria economica
No disponible,200000000,No disponible
No disponible,168080000,No disponible
No disponible,199999969,No disponible
No disponible,194000000,No disponible
No disponible,555676000,No disponible
15 CIENCIAS BIOLOGICAS,136000000,Basicas biomedicas
No disponible,199350000,No disponible
No disponible,199611000,Calidad ambiental
No disponible,120000000,No disponible
53 CIENCIAS DE LA EDUCACION,45460000,Evaluacion educativa
No disponible,195062520,No disponible
No disponible,200000000,NUEVAS TECNOLOGIAS ELECTRONICAS
No disponible,314800000,INVESTIGACIONES Y ESTUDIOS DE BASE DE LA INDUSTRIA
No disponible,334000000,No disponible
No disponible,190669498,No disponible
No disponible,72600000,No disponible
33 CIENCIAS DE LA SALUD,204840000,Medicina clinica
No disponible,382380086,No disponible
No disponible,278954500,SALUD SEXUAL Y REPRODUCTIVA
No disponible,199483960,No disponible
No disponible,257742050,No disponible
No disponible,194944000,ENFERMEDADES TRANSMISIBLES
33 CIENCIAS DE LA SALUD,377400000,SALUD Y COMUNIDAD
No disponible,321109500,No disponible
No disponible,74000000,No disponible
No disponible,166166000,No disponible
No disponible,115000000,No disponible
No disponible,200000000,No disponible
No disponible,184351394,Uso sostenible de la biodiversidad nativa
No disponible,513000000,No disponible
No disponible,188660914,No disponible
No disponible,169005555,No disponible
No disponible,197470900,No disponible
No disponible,173060000,No disponible
No disponible,188320880,No disponible
33 CIENCIAS DE LA SALUD,491526604,ENFERMEDADES NO TRANSMISIBLES
No disponible,198040000,No disponible
No disponible,147481450,No disponible
No disponible,195400000,APLICACION ETI EN AREAS ESTRATEGICAS
No disponible,200000000,No disponible
No disponible,67222000,INFORMATICA
No disponible,192600000,DISENO Y DESARROLLO DE NUEVOS PRODUCTOS
No disponible,60000000,No disponible
No disponible,194480000,ESTUDIAR CARACTERIZAR Y MONITOREAR LA BIODIVERSIDAD A DIFERENTES ESCALAS ECOSISTEMAS Y GRUPOS TAXONOMICOS.
No disponible,200000000,No disponible
No disponible,200000000,No disponible
No disponible,199804000,INFORMATICA
No disponible,158600000,INFORMATICA
No disponible,199947000,No disponible
No disponible,412665000,ENFERMEDADES NO TRANSMISIBLES
No disponible,356009500,ENFERMEDADES TRANSMISIBLES
No disponible,66246450,No disponible
33 CIENCIAS DE LA SALUD,330276000,No disponible
No disponible,186000000,No disponible
No disponible,200000000,No disponible
No disponible,197500000,No disponible
No disponible,73000000,No disponible
No disponible,470207000,No disponible
No disponible,63000000,DISENO Y DESARROLLO DE NUEVOS PRODUCTOS
No disponible,165150000,No disponible
No disponible,154791837,No disponible
No disponible,170100000,Desarrollo tecnologico
No disponible,199950000,OCEANOS AGUA Y CAMBIO CLIMATICO
No disponible,187600000,Estudios sociales de la ciencia
15 CIENCIAS BIOLOGICAS,112769284,Basicas biomedicas
No disponible,145831000,Basicas biomedicas
No disponible,290081000,Basicas biomedicas
No disponible,235620000,No disponible
No disponible,199600000,DISENO Y DESARROLLO DE NUEVOS PRODUCTOS
No disponible,85500000,PRODUCCION LIMPIA
No disponible,30153924,No disponible
No disponible,44000000,No disponible
No disponible,198550000,AUTOMATIZACION Y MODERNIZACION DE PROCESOS
No disponible,24580000,No disponible
No disponible,96500000,INFORMATICA
No disponible,144128000,No disponible
33 CIENCIAS DE LA SALUD,232627791,ENFERMEDADES TRANSMISIBLES
No disponible,103852788,No disponible
No disponible,200000000,No disponible
No disponible,200000000,No disponible
No disponible,186315000,No disponible
No disponible,187000000,No disponible
No disponible,310865500,SALUD Y COMUNIDAD
No disponible,200000000,No disponible
No disponible,67000000,No disponible
No disponible,270547200,No disponible
No disponible,127789999,No disponible
No disponible,194392000,Basicas biomedicas
No disponible,330335159,No disponible
No disponible,199855000,Calidad ambiental
33 CIENCIAS DE LA SALUD,233987448,Basicas biomedicas
No disponible,227590000,No disponible
No disponible,177825044,Estudios sectoriales y teoria economica
No disponible,313874400,Basicas biomedicas
No disponible,199200000,No disponible
No disponible,200000000,DISENO Y DESARROLLO DE NUEVOS PRODUCTOS
No disponible,199999998,No disponible
No disponible,194800000,No disponible
No disponible,199000000,Calidad ambiental
No disponible,200000000,No disponible
No disponible,113050000,No disponible
No disponible,554703000,No disponible
No disponible,190876919,APLICACION ETI EN AREAS ESTRATEGICAS
No disponible,315117600,No disponible
No disponible,179124000,No disponible
No disponible,140400000,Sistema politico y relaciones de poder
No disponible,199324000,No disponible
No disponible,200000000,No disponible
No disponible,179984300,TELECOMUNICACIONES
No disponible,149950000,NUEVAS TECNOLOGIAS ELECTRONICAS
33 CIENCIAS DE LA SALUD,254210000,ENFERMEDADES TRANSMISIBLES
No disponible,298100000,No disponible
No disponible,353133000,Basicas biomedicas
No disponible,301378000,ENFERMEDADES TRANSMISIBLES
33 CIENCIAS DE LA SALUD,128027592,ENFERMEDADES TRANSMISIBLES
53 CIENCIAS DE LA EDUCACION,43460000,Evaluacion educativa
No disponible,200000000,No disponible
No disponible,489804000,No disponible
No disponible,200000000,No disponible
No disponible,198659316,Caracterizacion y valoracion de la biodiversidad
No disponible,199810000,INFORMATICA
No disponible,196030740,No disponible
No disponible,48000000,No disponible
No disponible,200000000,No disponible
No disponible,166625000,No disponible
15 CIENCIAS BIOLOGICAS,199700000,BIOTECNOLOGIA
No disponible,199991000,Sistema politico y relaciones de poder
No disponible,96500000,APLICACION ETI EN AREAS ESTRATEGICAS
No disponible,113150000,Basicas biomedicas
33 CIENCIAS DE LA SALUD,545685250,SALUD Y COMUNIDAD
No disponible,253660000,No disponible
No disponible,192242479,ENFERMEDADES TRANSMISIBLES
No disponible,48196000,No disponible
No disponible,365220000,No disponible
No disponible,122805000,INFORMATICA
No disponible,100000000,Estudios sociales de la ciencia
No disponible,90125000,No disponible
No disponible,199998685,TELECOMUNICACIONES
No disponible,127000000,No disponible
No disponible,134000000,PROCESOS SUPERFICIALES DE LA TIERRA
No disponible,128183000,Identidades culturales
No disponible,81125000,No disponible
No disponible,165686000,No disponible
No disponible,195978000,No disponible
No disponible,284421500,No disponible
No disponible,160841000,No disponible
No disponible,315734348,No disponible
No disponible,194667000,No disponible
No disponible,199655500,SALUD Y COMUNIDAD
No disponible,198000000,No disponible
No disponible,200000000,No disponible
No disponible,192200000,No disponible
No disponible,199790800,Desarrollo regional y dinamica social
No disponible,199930002,ESTUDIOS DE LOS PROCESOS TERRESTRES
No disponible,200000000,DISENO Y DESARROLLO DE NUEVOS PRODUCTOS
No disponible,196000000,NUEVAS TECNOLOGIAS ELECTRONICAS
No disponible,200000000,Uso sostenible de la biodiversidad nativa
No disponible,199581000,No disponible
No disponible,105820000,No disponible
No disponible,177700000,INFORMATICA
33 CIENCIAS DE LA SALUD,163900000,SALUD Y COMUNIDAD
No disponible,176185620,ENFERMEDADES NO TRANSMISIBLES
No disponible,260000000,No disponible
53 CIENCIAS DE LA EDUCACION,45460000,Evaluacion educativa
No disponible,199500000,HABITAT Y DESARROLLO TERRITORIAL
No disponible,200000000,No disponible
No disponible,139700000,PLANES ESTRATEGICOS DE CTeI
No disponible,113280000,PLANES ESTRATEGICOS DE CTeI
No disponible,179940000,No disponible
No disponible,200006316,No disponible
No disponible,199870000,No disponible
No disponible,449174882,AGROINDUSTRIA
No disponible,103400000,No disponible
No disponible,300012440,No disponible
No disponible,198660000,No disponible
No disponible,120000000,PLANES ESTRATEGICOS DE CTeI
No disponible,140000000,PLANES ESTRATEGICOS DE CTeI
No disponible,107037930,No disponible
No disponible,177133000,ENERGIA RENOVABLE
No disponible,428200000,AGROINDUSTRIA
No disponible,409000000,No disponible
No disponible,34010000,No disponible
No disponible,107120000,INVESTIGACIONES Y ESTUDIOS DE BASE DE LA INDUSTRIA
No disponible,180000000,PLANES ESTRATEGICOS DE CTeI
No disponible,139920000,PLANES ESTRATEGICOS DE CTeI
No disponible,140000000,PLANES ESTRATEGICOS DE CTeI
No disponible,106956000,No disponible
No disponible,106708260,INVESTIGACIONES Y ESTUDIOS DE BASE DE LA INDUSTRIA
No disponible,106964000,INVESTIGACIONES Y ESTUDIOS DE BASE DE LA INDUSTRIA
No disponible,64930000,MATERIALES Y ELECTRONICA
No disponible,198017200,No disponible
No disponible,106962000,INVESTIGACIONES Y ESTUDIOS DE BASE DE LA INDUSTRIA
No disponible,289740000,AGROINDUSTRIA
No disponible,286484000,AGROINDUSTRIA
No disponible,162170000,No disponible
No disponible,153841728,PLANES ESTRATEGICOS DE CTeI
No disponible,247900000,ENERGIA RENOVABLE
No disponible,239000000,AGROINDUSTRIA
No disponible,314907600,No disponible
No disponible,176400000,PLANES ESTRATEGICOS DE CTeI
No disponible,447279000,ENERGIA RENOVABLE
No disponible,276110000,No disponible
2 INGENIERIA Y TECNOLOGIA,106842000,MATERIALES Y ELECTRONICA
No disponible,106807560,ASEGURAMIENTO DE CALIDAD Y METROLOGIA
No disponible,126352380,PLANES ESTRATEGICOS DE CTeI
No disponible,491333000,No disponible
No disponible,252374430,No disponible
No disponible,300000000,AGROINDUSTRIA
No disponible,98729935,Matematicas
No disponible,137050000,No disponible
No disponible,180000000,PLANES ESTRATEGICOS DE CTeI
No disponible,106200000,No disponible
No disponible,140000000,PLANES ESTRATEGICOS DE CTeI
No disponible,103539797,AUTOMATIZACION Y MODERNIZACION DE PROCESOS
No disponible,353930859,No disponible
No disponible,106745776,No disponible
No disponible,139950000,PLANES ESTRATEGICOS DE CTeI
No disponible,104920000,No disponible
No disponible,115920000,PLANES ESTRATEGICOS DE CTeI
No disponible,180000000,PLANES ESTRATEGICOS DE CTeI
No disponible,107000000,No disponible
No disponible,330317400,No disponible
No disponible,246377143,No disponible
No disponible,348300147,SALUD
No disponible,350000000,Estructura y funcion de ecosistemas
No disponible,178455370,Basicas biomedicas
No disponible,349726000,No disponible
No disponible,349651071,No disponible
No disponible,227800000,Fisica
No disponible,170862300,SERVICIOS AL CIUDADANO
No disponible,350000000,Quimica
No disponible,50000000,No disponible
No disponible,323887143,No disponible
No disponible,254847229,Estructura y funcion de ecosistemas
No disponible,350000000,Basicas biomedicas
No disponible,349957444,Fisica
No disponible,332189550,No disponible
No disponible,347390794,No disponible
No disponible,347655000,No disponible
No disponible,349958497,No disponible
No disponible,322933537,No disponible
No disponible,345500000,No disponible
No disponible,348957000,No disponible
No disponible,319886183,No disponible
No disponible,344653800,No disponible
No disponible,349496255,Estructura y funcion de ecosistemas
No disponible,347246928,No disponible
No disponible,158760000,No disponible
No disponible,349724160,No disponible
No disponible,337909300,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES
No disponible,348502601,OCEANOS AGUA Y CAMBIO CLIMATICO
No disponible,349068484,No disponible
No disponible,349580501,No disponible
No disponible,335805120,No disponible
No disponible,349965000,Quimica
No disponible,300870000,Basicas biomedicas
No disponible,205618851,No disponible
No disponible,279300000,No disponible
No disponible,283021396,Uso sostenible de la biodiversidad nativa
No disponible,323579132,No disponible
No disponible,349841039,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES
No disponible,350826348,No disponible
No disponible,350000000,No disponible
No disponible,343612500,DISENO Y DESARROLLO DE NUEVOS PRODUCTOS
53 CIENCIAS DE LA EDUCACION,203068329,Innovaciones educativas psicopedagogia e intelige
No disponible,331369500,No disponible
No disponible,349999650,Biologia
No disponible,350000000,No disponible
No disponible,96000000,No disponible
No disponible,349932000,Ciencias de la tierra
No disponible,350833333,No disponible
No disponible,349878537,Fisica
No disponible,349124582,No disponible
No disponible,350000000,4.2.1SISTEMAS PARA SUMINISTRO PERMANENTE DE AGUA POTABLE Y ENERGIA A BAJO COSTO
No disponible,290850000,Quimica
No disponible,347991000,SOSTENIBILIDAD DE AGROECOSISTEMAS
No disponible,344084517,No disponible
No disponible,306844035,No disponible
No disponible,349107392,Biologia
No disponible,266000000,No disponible
No disponible,300764853,PROCESOS SUPERFICIALES DE LA TIERRA
No disponible,303311318,No disponible
No disponible,343234328,No disponible
No disponible,140136865,No disponible
No disponible,181989456,Quimica
No disponible,343107346,No disponible
No disponible,164217900,No disponible
No disponible,345686670,Basicas biomedicas
No disponible,350000000,GESTION INTEGRAL DE LA BIODIVERSIDAD (USO SOSTENIBLE Y CONSERVACION).
No disponible,349057613,AUTOMATIZACION Y MODERNIZACION DE PROCESOS
No disponible,346965000,No disponible
No disponible,335557895,Basicas biomedicas
No disponible,349654366,No disponible
No disponible,298791138,TELECOMUNICACIONES
No disponible,255171000,No disponible
No disponible,350000000,No disponible
No disponible,295560000,No disponible
No disponible,112000000,AUTOPARTES
No disponible,349333782,Biologia
No disponible,349627672,Fisica
No disponible,140882006,No disponible
No disponible,348726000,No disponible
No disponible,349500000,No disponible
No disponible,349803300,No disponible
No disponible,349694506,No disponible
No disponible,175438189,No disponible
No disponible,325345020,No disponible
No disponible,210897128,4.3.4 DESARROLLO DE MATERIALES EFICIENTES PARA APLICACIONES EN LA CONSTRUCCION DE INFRAESTRUCTURAS RESILIENTES Y SOSTENIBLES
No disponible,339900000,Fisica
No disponible,348600000,SALUD
No disponible,274413997,No disponible
No disponible,343884155,No disponible
No disponible,346985665,Estructura y funcion de ecosistemas
No disponible,336355424,No disponible
No disponible,350000000,Basicas biomedicas
No disponible,284938500,Biologia
No disponible,302725000,Estructura y funcion de ecosistemas
No disponible,324093000,Fisica
No disponible,349947011,Biologia
No disponible,194392421,PROCESOS SUPERFICIALES DE LA TIERRA
No disponible,331180000,INVESTIGACIONES Y ESTUDIOS DE BASE DE LA INDUSTRIA
No disponible,217192500,No disponible
No disponible,338273196,Basicas biomedicas
No disponible,117768069,No disponible
No disponible,347655000,No disponible
No disponible,350000000,Estructura y funcion de ecosistemas
No disponible,138233712,No disponible
No disponible,222900000,Estructura y funcion de ecosistemas
No disponible,349681029,Basicas biomedicas
No disponible,350000000,Basicas biomedicas
No disponible,350000000,No disponible
No disponible,350000000,Biologia
No disponible,340726055,Fisica
No disponible,332500000,No disponible
No disponible,242550000,4.3.3 DESARROLLO DE MODELOS SISTEMAS DE CONTROL TECNOLOGIAS Y PROCESOS BIOLOGICOS QUIMICOS Y FISICOS QUE PERMITAN LA GESTION SOSTENIBLE DE LOS RECURSOS AGUA AIRE Y SUELO
No disponible,283815000,No disponible
No disponible,248686423,No disponible
4 CIENCIAS AGRICOLAS,332500000,MEJORAMIENTO SUSTANCIAL DE PROCESOS Y DE PRODUCTOS
2 INGENIERIA Y TECNOLOGIA,332500000,INVESTIG. APLICADA Y TRANSFERENCIA DE TECNOLOGIA
No disponible,339056136,No disponible
No disponible,346288000,Ciencias de la tierra
No disponible,343857443,No disponible
No disponible,349637540,Fisica
No disponible,336462704,No disponible
No disponible,245992000,GESTION INTEGRAL DE LA BIODIVERSIDAD (USO SOSTENIBLE Y CONSERVACION).
No disponible,349965000,No disponible
No disponible,347970000,No disponible
No disponible,338625000,No disponible
No disponible,348500000,Biologia
No disponible,180000000,PLANES ESTRATEGICOS DE CTeI
No disponible,349200000,ESTUDIAR CARACTERIZAR Y MONITOREAR LA BIODIVERSIDAD A DIFERENTES ESCALAS ECOSISTEMAS Y GRUPOS TAXONOMICOS.
No disponible,344613620,Matematicas
No disponible,349949381,Biologia
No disponible,339578750,No disponible
No disponible,210000000,No disponible
No disponible,309987027,No disponible
No disponible,346362304,4.3.3 DESARROLLO DE MODELOS SISTEMAS DE CONTROL TECNOLOGIAS Y PROCESOS BIOLOGICOS QUIMICOS Y FISICOS QUE PERMITAN LA GESTION SOSTENIBLE DE LOS RECURSOS AGUA AIRE Y SUELO
No disponible,309977784,Quimica
No disponible,205717050,No disponible
No disponible,331717647,LOGISTICA Y DISENO
No disponible,50000000,No disponible
No disponible,348810000,Quimica
No disponible,347011197,No disponible
No disponible,272384218,No disponible
No disponible,347647059,OCEANOS AGUA Y CAMBIO CLIMATICO
No disponible,303443704,No disponible
No disponible,138500000,No disponible
No disponible,348800000,No disponible
No disponible,343657273,No disponible
No disponible,275625000,No disponible
No disponible,343680631,Basicas biomedicas
No disponible,349594068,No disponible
No disponible,346456655,Biologia
No disponible,117350000,No disponible
No disponible,349741623,ENERGIAS ALTERNATIVAS
No disponible,315446260,No disponible
No disponible,348890484,MINERIA
No disponible,350000000,ESTUDIOS DE LOS PROCESOS TERRESTRES
No disponible,350000000,Fisica
No disponible,349387500,No disponible
No disponible,221812460,No disponible
No disponible,265421079,No disponible
No disponible,300444375,No disponible
No disponible,349444511,INVESTIG. APLICADA Y TRANSFERENCIA DE TECNOLOGIA
No disponible,32563609,No disponible
No disponible,113339949,AUTOPARTES
No disponible,349848000,No disponible
No disponible,344063790,No disponible
No disponible,336447031,Basicas biomedicas
No disponible,349460455,Biologia
No disponible,337369643,No disponible
No disponible,128000000,No disponible
No disponible,344898727,No disponible
No disponible,317394000,Fisica
No disponible,259297500,No disponible
No disponible,339509009,INVESTIG. APLICADA Y TRANSFERENCIA DE TECNOLOGIA
No disponible,331694373,Basicas biomedicas
No disponible,349657500,No disponible
No disponible,348023340,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES
No disponible,347058300,Fisica
No disponible,233800000,HIDROCARBUROS
No disponible,298197757,No disponible
No disponible,341992936,No disponible
No disponible,349439594,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES
No disponible,346900000,INFORMATICA
No disponible,294784679,No disponible
No disponible,120742000,No disponible
No disponible,320129865,No disponible
No disponible,332239930,MEJORAMIENTO SUSTANCIAL DE PROCESOS Y DE PRODUCTOS
No disponible,271400000,Quimica
No disponible,349370000,Matematicas
No disponible,150014495,No disponible
No disponible,344090250,No disponible
No disponible,349810163,No disponible
No disponible,344057337,ESTUDIOS DE LOS PROCESOS TERRESTRES
No disponible,163617724,Basicas biomedicas
No disponible,275591400,Uso sostenible de la biodiversidad nativa
No disponible,344224997,No disponible
No disponible,328256250,No disponible
No disponible,184057000,AUTOMATIZACION Y MODERNIZACION DE PROCESOS
No disponible,350000000,NUEVAS TECNOLOGIAS ELECTRONICAS
No disponible,348600000,OCEANOS AGUA Y CAMBIO CLIMATICO
No disponible,166315789,Quimica
No disponible,334610730,No disponible
No disponible,166945430,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES
No disponible,347893623,PRODUCCION LIMPIA
No disponible,285604800,No disponible
23 OTRAS CIENCIAS DE LA INGENIERIA,199391850,AUTOMATIZACION Y MODERNIZACION DE PROCESOS
No disponible,307576500,No disponible
No disponible,348328387,Matematicas
No disponible,288589473,Fisica
No disponible,290000000,Basicas biomedicas
No disponible,349399734,No disponible
No disponible,349000000,SECTOR ELECTRICO
No disponible,240735470,SOSTENIBILIDAD DE AGROECOSISTEMAS
No disponible,200550000,No disponible
No disponible,272479374,No disponible
No disponible,349966704,No disponible
No disponible,186068568,Basicas biomedicas
No disponible,349763561,HIDROCARBUROS
No disponible,349866594,Basicas biomedicas
No disponible,349815501,No disponible
No disponible,349783000,No disponible
No disponible,349421202,No disponible
No disponible,39320920,Matematicas
2 INGENIERIA Y TECNOLOGIA,320477671,SALUD
No disponible,344190000,No disponible
No disponible,348246484,No disponible
No disponible,168225750,Estructura y funcion de ecosistemas
No disponible,349125000,No disponible
No disponible,325054219,No disponible
No disponible,337810000,No disponible
No disponible,131508300,No disponible
No disponible,167000000,PLANES ESTRATEGICOS DE CTeI
No disponible,349849500,Basicas biomedicas
No disponible,313755750,No disponible
No disponible,350000000,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES
No disponible,349387500,Basicas biomedicas
No disponible,350000000,No disponible
No disponible,312643000,No disponible
No disponible,339035235,No disponible
No disponible,33495000,No disponible
No disponible,349999650,Quimica
No disponible,349008875,No disponible
